trade_id,settlement_date,trade_time,trade_type,bond_type,bond_name,seller,seller_trader,buyer,buyer_trader,net_price,yield_rate,nominal_amount,settlement_amount,trade_date
TR942890,2023-12-06,2023-12-06 09:33:50,Negotiate,企业债,债券A,机构A,交易员4,机构D,交易员1,102.92,4.35,1539,1583.94,2023-12-06
TR312949,2023-05-14,2023-05-14 09:00:53,RFQ,国债,债券D,机构A,交易员4,机构E,交易员2,103.24,2.65,3347,3455.44,2023-05-14
TR212607,2023-03-27,2023-03-27 12:47:38,RFQ,政策性金融债,债券A,机构B,交易员5,机构D,交易员3,96.25,2.7,9912,9540.3,2023-03-27
TR221364,2023-01-14,2023-01-14 12:51:56,RFQ,企业债,债券E,机构B,交易员4,机构A,交易员3,99.96,4.56,5251,5248.9,2023-01-14
TR462301,2023-09-02,2023-09-02 11:16:21,RFQ,国债,债券A,机构D,交易员1,机构B,交易员1,98.42,3.6,2279,2242.99,2023-09-02
TR159538,2023-04-14,2023-04-14 09:31:25,RFQ,企业债,债券B,机构C,交易员3,机构E,交易员1,104.34,3.27,8417,8782.3,2023-04-14
TR628631,2023-12-02,2023-12-02 12:18:17,Negotiate,政策性金融债,债券E,机构C,交易员1,机构E,交易员4,104.77,4.99,4702,4926.29,2023-12-02
TR602563,2023-11-07,2023-11-07 16:17:29,RFQ,企业债,债券E,机构B,交易员4,机构C,交易员3,99.37,3.58,3178,3157.98,2023-11-07
TR764836,2023-11-23,2023-11-23 11:55:35,RFQ,企业债,债券A,机构C,交易员1,机构D,交易员4,99.47,4.99,7726,7685.05,2023-11-23
TR696479,2023-09-23,2023-09-23 11:31:07,Negotiate,企业债,债券C,机构C,交易员3,机构A,交易员3,98.38,3.94,5186,5101.99,2023-09-23
TR941375,2023-06-24,2023-06-24 13:09:11,RFQ,政策性金融债,债券C,机构B,交易员2,机构C,交易员1,98.88,4.22,7208,7127.27,2023-06-24
TR349459,2023-09-14,2023-09-14 15:05:38,Negotiate,企业债,债券B,机构E,交易员1,机构B,交易员5,95.06,2.76,1200,1140.72,2023-09-14
TR987961,2023-09-21,2023-09-21 16:20:54,RFQ,政策性金融债,债券E,机构A,交易员3,机构C,交易员4,95.04,2.64,3449,3277.93,2023-09-21
TR520575,2023-10-31,2023-10-31 12:32:46,RFQ,企业债,债券A,机构A,交易员2,机构B,交易员3,103.08,3.75,2394,2467.74,2023-10-31
TR780308,2023-12-27,2023-12-27 16:08:49,RFQ,政策性金融债,债券B,机构A,交易员2,机构B,交易员5,99.92,2.95,8084,8077.53,2023-12-27
TR967884,2023-02-22,2023-02-22 15:38:51,Negotiate,企业债,债券A,机构E,交易员2,机构B,交易员4,104.33,4.54,4101,4278.57,2023-02-22
TR800644,2023-12-19,2023-12-19 13:44:12,Negotiate,企业债,债券D,机构B,交易员5,机构C,交易员3,101.52,4.01,9164,9303.29,2023-12-19
TR632004,2023-05-13,2023-05-13 09:40:27,RFQ,国债,债券D,机构D,交易员3,机构E,交易员5,103.07,4.43,1667,1718.18,2023-05-13
TR506365,2023-05-26,2023-05-26 12:48:38,RFQ,企业债,债券B,机构B,交易员4,机构C,交易员4,100.13,3.93,9122,9133.86,2023-05-26
TR108443,2023-11-30,2023-11-30 09:25:02,RFQ,政策性金融债,债券E,机构C,交易员4,机构E,交易员3,96.72,3.72,4192,4054.5,2023-11-30
TR875742,2023-03-29,2023-03-29 11:41:56,RFQ,国债,债券B,机构B,交易员3,机构E,交易员1,97.42,2.8,6107,5949.44,2023-03-29
TR382172,2023-01-03,2023-01-03 14:11:47,Negotiate,企业债,债券A,机构B,交易员4,机构D,交易员1,100.81,2.51,5473,5517.33,2023-01-03
TR528665,2023-11-04,2023-11-04 09:49:46,Negotiate,企业债,债券D,机构C,交易员2,机构B,交易员4,104.02,4.48,3721,3870.58,2023-11-04
TR474799,2023-08-02,2023-08-02 13:25:28,Negotiate,政策性金融债,债券D,机构A,交易员1,机构C,交易员4,102.09,4.34,8198,8369.34,2023-08-02
TR204289,2023-09-03,2023-09-03 16:13:38,RFQ,政策性金融债,债券D,机构E,交易员5,机构C,交易员1,104.33,3.06,3160,3296.83,2023-09-03
TR791830,2023-01-16,2023-01-16 14:16:25,RFQ,政策性金融债,债券D,机构D,交易员2,机构C,交易员3,95.08,3.0,2313,2199.2,2023-01-16
TR112255,2023-02-27,2023-02-27 11:05:43,RFQ,政策性金融债,债券C,机构B,交易员2,机构C,交易员2,104.41,3.18,1120,1169.39,2023-02-27
TR658877,2023-08-18,2023-08-18 11:36:28,Negotiate,政策性金融债,债券C,机构D,交易员1,机构A,交易员1,95.25,4.62,5877,5597.84,2023-08-18
TR674422,2023-07-22,2023-07-22 15:36:56,Negotiate,企业债,债券A,机构D,交易员5,机构C,交易员5,104.7,3.11,4343,4547.12,2023-07-22
TR365040,2023-07-16,2023-07-16 12:13:09,RFQ,政策性金融债,债券E,机构D,交易员5,机构E,交易员1,101.18,3.68,4181,4230.34,2023-07-16
TR479693,2023-04-26,2023-04-26 16:07:15,Negotiate,企业债,债券D,机构B,交易员4,机构C,交易员4,102.73,3.42,2862,2940.13,2023-04-26
TR995446,2023-09-12,2023-09-12 14:19:34,Negotiate,政策性金融债,债券A,机构A,交易员5,机构E,交易员2,99.73,3.86,3852,3841.6,2023-09-12
TR970880,2023-02-21,2023-02-21 16:18:30,Negotiate,政策性金融债,债券B,机构D,交易员5,机构C,交易员5,96.54,3.94,2575,2485.91,2023-02-21
TR977319,2023-01-22,2023-01-22 14:46:48,Negotiate,政策性金融债,债券C,机构E,交易员4,机构A,交易员2,101.05,3.06,1983,2003.82,2023-01-22
TR822420,2023-02-15,2023-02-15 10:07:02,Negotiate,国债,债券C,机构A,交易员2,机构C,交易员3,104.28,3.87,4027,4199.36,2023-02-15
TR703412,2023-04-14,2023-04-14 13:07:30,Negotiate,国债,债券C,机构C,交易员5,机构D,交易员3,95.31,2.94,9006,8583.62,2023-04-14
TR231193,2023-07-20,2023-07-20 12:16:49,RFQ,国债,债券B,机构D,交易员5,机构A,交易员1,101.94,4.48,9428,9610.9,2023-07-20
TR322132,2023-10-09,2023-10-09 15:44:03,RFQ,政策性金融债,债券A,机构D,交易员4,机构E,交易员1,103.95,3.86,4182,4347.19,2023-10-09
TR719996,2023-03-05,2023-03-05 13:35:44,Negotiate,政策性金融债,债券C,机构B,交易员4,机构A,交易员4,98.32,4.98,5240,5151.97,2023-03-05
TR715975,2023-09-03,2023-09-03 10:16:07,RFQ,政策性金融债,债券D,机构E,交易员2,机构D,交易员4,102.74,2.58,5176,5317.82,2023-09-03
TR827934,2023-05-07,2023-05-07 10:33:12,RFQ,政策性金融债,债券D,机构B,交易员3,机构E,交易员2,102.88,2.63,3338,3434.13,2023-05-07
TR910795,2023-02-28,2023-02-28 10:10:46,Negotiate,国债,债券A,机构B,交易员2,机构C,交易员5,95.11,3.57,2819,2681.15,2023-02-28
TR716456,2023-01-07,2023-01-07 12:41:02,Negotiate,政策性金融债,债券D,机构B,交易员1,机构C,交易员1,97.42,4.41,3719,3623.05,2023-01-07
TR354163,2023-04-09,2023-04-09 11:39:15,RFQ,企业债,债券A,机构D,交易员4,机构E,交易员3,98.51,3.18,1675,1650.04,2023-04-09
TR514078,2023-05-25,2023-05-25 09:39:49,RFQ,政策性金融债,债券E,机构E,交易员2,机构D,交易员4,100.44,2.93,7806,7840.35,2023-05-25
TR716242,2023-09-14,2023-09-14 16:04:06,Negotiate,政策性金融债,债券E,机构C,交易员2,机构E,交易员3,102.3,4.02,8451,8645.37,2023-09-14
TR881293,2023-12-03,2023-12-03 13:40:45,RFQ,国债,债券C,机构D,交易员4,机构B,交易员4,96.97,3.68,9738,9442.94,2023-12-03
TR611377,2023-02-08,2023-02-08 09:20:19,RFQ,企业债,债券D,机构E,交易员2,机构C,交易员4,100.49,3.71,7146,7181.02,2023-02-08
TR182657,2023-05-21,2023-05-21 16:23:16,Negotiate,企业债,债券A,机构A,交易员2,机构E,交易员1,96.08,4.23,8913,8563.61,2023-05-21
TR677661,2023-04-22,2023-04-22 11:39:13,Negotiate,政策性金融债,债券E,机构A,交易员2,机构E,交易员5,99.01,3.98,9426,9332.68,2023-04-22
TR276168,2023-09-24,2023-09-24 09:20:33,Negotiate,企业债,债券A,机构A,交易员2,机构E,交易员1,102.7,4.87,2566,2635.28,2023-09-24
TR648872,2023-01-27,2023-01-27 10:23:20,Negotiate,国债,债券C,机构D,交易员5,机构E,交易员4,102.94,3.68,9847,10136.5,2023-01-27
TR244034,2023-12-01,2023-12-01 11:17:20,RFQ,国债,债券A,机构B,交易员2,机构C,交易员2,95.76,4.29,4360,4175.14,2023-12-01
TR623374,2023-02-15,2023-02-15 11:53:24,RFQ,国债,债券A,机构A,交易员4,机构C,交易员3,95.56,2.62,8597,8215.29,2023-02-15
TR221181,2023-08-22,2023-08-22 13:56:09,RFQ,政策性金融债,债券A,机构C,交易员4,机构B,交易员2,98.73,3.72,1184,1168.96,2023-08-22
TR663073,2023-10-07,2023-10-07 12:52:39,RFQ,企业债,债券C,机构D,交易员1,机构C,交易员5,103.61,3.16,8287,8586.16,2023-10-07
TR583405,2023-07-12,2023-07-12 12:09:47,Negotiate,企业债,债券B,机构B,交易员5,机构C,交易员1,97.11,4.44,3504,3402.73,2023-07-12
TR804386,2023-03-30,2023-03-30 13:20:22,Negotiate,国债,债券D,机构B,交易员1,机构A,交易员2,98.35,3.6,3420,3363.57,2023-03-30
TR660198,2023-12-23,2023-12-23 12:31:05,Negotiate,国债,债券E,机构E,交易员1,机构D,交易员3,100.26,2.83,6215,6231.16,2023-12-23
TR370672,2023-05-16,2023-05-16 14:25:06,Negotiate,政策性金融债,债券A,机构E,交易员3,机构A,交易员3,95.66,3.47,4508,4312.35,2023-05-16
TR832645,2023-09-28,2023-09-28 09:58:20,RFQ,企业债,债券B,机构A,交易员5,机构B,交易员4,102.6,3.4,6038,6194.99,2023-09-28
TR609888,2023-09-04,2023-09-04 16:47:16,RFQ,政策性金融债,债券B,机构E,交易员3,机构B,交易员1,96.55,4.37,4515,4359.23,2023-09-04
TR641704,2023-05-20,2023-05-20 11:46:16,Negotiate,政策性金融债,债券D,机构E,交易员2,机构D,交易员4,96.8,2.9,1060,1026.08,2023-05-20
TR696436,2023-02-10,2023-02-10 11:00:23,RFQ,企业债,债券B,机构A,交易员5,机构D,交易员4,96.86,4.12,1261,1221.4,2023-02-10
TR619904,2023-10-19,2023-10-19 14:46:47,Negotiate,企业债,债券C,机构C,交易员1,机构E,交易员4,97.28,4.22,5949,5787.19,2023-10-19
TR108763,2023-03-06,2023-03-06 13:56:49,RFQ,政策性金融债,债券B,机构A,交易员3,机构E,交易员1,101.79,2.86,8044,8187.99,2023-03-06
TR786477,2023-09-14,2023-09-14 11:02:34,Negotiate,企业债,债券B,机构D,交易员4,机构E,交易员5,97.57,4.88,8338,8135.39,2023-09-14
TR334910,2023-10-27,2023-10-27 16:05:49,RFQ,政策性金融债,债券B,机构A,交易员3,机构D,交易员5,96.11,5.0,9162,8805.6,2023-10-27
TR122095,2023-04-02,2023-04-02 12:19:14,RFQ,政策性金融债,债券B,机构C,交易员2,机构A,交易员3,99.68,2.91,5222,5205.29,2023-04-02
TR561349,2023-04-15,2023-04-15 16:22:35,RFQ,政策性金融债,债券B,机构D,交易员5,机构C,交易员5,103.54,3.65,6844,7086.28,2023-04-15
TR338800,2023-12-05,2023-12-05 13:25:42,Negotiate,国债,债券C,机构A,交易员4,机构D,交易员4,97.61,4.8,5015,4895.14,2023-12-05
TR125515,2023-10-24,2023-10-24 11:44:42,RFQ,政策性金融债,债券D,机构A,交易员2,机构D,交易员1,97.83,2.83,4015,3927.87,2023-10-24
TR294281,2023-05-02,2023-05-02 10:30:18,RFQ,企业债,债券B,机构E,交易员1,机构C,交易员1,103.92,4.39,7620,7918.7,2023-05-02
TR739618,2023-05-01,2023-05-01 09:03:31,Negotiate,企业债,债券E,机构C,交易员2,机构D,交易员2,100.98,2.64,3660,3695.87,2023-05-01
TR493322,2023-09-01,2023-09-01 14:23:55,Negotiate,国债,债券D,机构C,交易员1,机构E,交易员4,101.24,4.96,1396,1413.31,2023-09-01
TR883591,2023-03-15,2023-03-15 09:24:30,RFQ,企业债,债券E,机构B,交易员4,机构A,交易员1,100.24,2.73,5975,5989.34,2023-03-15
TR373162,2023-06-30,2023-06-30 15:45:04,Negotiate,政策性金融债,债券D,机构B,交易员3,机构A,交易员4,97.72,3.69,4348,4248.87,2023-06-30
TR738805,2023-04-16,2023-04-16 10:31:22,RFQ,政策性金融债,债券B,机构A,交易员3,机构E,交易员2,100.37,4.66,2315,2323.57,2023-04-16
TR951047,2023-06-13,2023-06-13 09:25:53,RFQ,政策性金融债,债券B,机构A,交易员1,机构B,交易员2,100.0,3.31,8559,8559.0,2023-06-13
TR300985,2023-07-29,2023-07-29 13:54:33,RFQ,企业债,债券A,机构A,交易员1,机构C,交易员2,100.07,4.28,7507,7512.25,2023-07-29
TR666284,2023-08-12,2023-08-12 14:31:27,RFQ,企业债,债券B,机构B,交易员4,机构E,交易员1,95.84,2.55,9685,9282.1,2023-08-12
TR504575,2023-08-14,2023-08-14 11:34:03,RFQ,企业债,债券B,机构D,交易员1,机构E,交易员4,103.63,4.01,6867,7116.27,2023-08-14
TR250518,2023-02-27,2023-02-27 14:40:54,Negotiate,企业债,债券A,机构C,交易员4,机构A,交易员2,99.15,4.18,8305,8234.41,2023-02-27
TR482206,2023-03-16,2023-03-16 15:52:21,Negotiate,政策性金融债,债券C,机构B,交易员5,机构A,交易员3,101.9,3.42,3092,3150.75,2023-03-16
TR992862,2023-10-18,2023-10-18 11:01:57,RFQ,企业债,债券B,机构D,交易员5,机构B,交易员5,96.34,4.33,8790,8468.29,2023-10-18
TR270035,2023-11-08,2023-11-08 12:51:42,Negotiate,国债,债券A,机构C,交易员3,机构A,交易员4,96.91,2.74,9037,8757.76,2023-11-08
TR271410,2023-05-18,2023-05-18 11:38:33,Negotiate,政策性金融债,债券A,机构E,交易员1,机构B,交易员2,95.18,3.75,3066,2918.22,2023-05-18
TR223323,2023-01-21,2023-01-21 15:08:20,Negotiate,国债,债券E,机构A,交易员1,机构C,交易员4,101.65,2.88,4185,4254.05,2023-01-21
TR715170,2023-11-12,2023-11-12 15:31:27,Negotiate,国债,债券D,机构A,交易员1,机构B,交易员3,96.21,4.32,6908,6646.19,2023-11-12
TR469858,2023-07-14,2023-07-14 11:52:03,Negotiate,企业债,债券E,机构D,交易员5,机构E,交易员4,104.86,4.51,8461,8872.2,2023-07-14
TR491115,2023-05-18,2023-05-18 10:31:25,Negotiate,国债,债券D,机构B,交易员1,机构C,交易员4,101.18,4.38,5342,5405.04,2023-05-18
TR738100,2023-04-23,2023-04-23 15:53:00,RFQ,政策性金融债,债券D,机构B,交易员2,机构E,交易员1,99.28,2.78,7016,6965.48,2023-04-23
TR156165,2023-06-20,2023-06-20 13:08:36,RFQ,国债,债券C,机构B,交易员3,机构D,交易员5,101.24,3.21,5480,5547.95,2023-06-20
TR705831,2023-09-28,2023-09-28 12:23:42,Negotiate,企业债,债券B,机构D,交易员1,机构C,交易员5,99.67,3.02,1657,1651.53,2023-09-28
TR744894,2023-07-01,2023-07-01 12:10:06,RFQ,政策性金融债,债券C,机构D,交易员4,机构C,交易员1,96.81,4.11,3326,3219.9,2023-07-01
TR729472,2023-04-07,2023-04-07 16:47:09,RFQ,企业债,债券E,机构A,交易员5,机构C,交易员4,100.12,3.31,6175,6182.41,2023-04-07
TR959977,2023-06-22,2023-06-22 12:54:19,Negotiate,国债,债券B,机构E,交易员2,机构B,交易员3,104.91,3.58,3480,3650.87,2023-06-22
TR897373,2023-03-07,2023-03-07 10:09:52,Negotiate,企业债,债券E,机构C,交易员5,机构E,交易员3,97.71,4.37,8935,8730.39,2023-03-07
TR638542,2023-11-08,2023-11-08 14:09:57,Negotiate,政策性金融债,债券A,机构A,交易员3,机构D,交易员3,104.67,4.0,5353,5602.99,2023-11-08
TR303460,2023-10-10,2023-10-10 14:16:20,Negotiate,国债,债券D,机构C,交易员4,机构A,交易员2,95.68,4.48,6264,5993.4,2023-10-10
TR876444,2023-05-14,2023-05-14 12:18:12,Negotiate,企业债,债券A,机构B,交易员5,机构D,交易员3,103.22,2.82,7563,7806.53,2023-05-14
TR689729,2023-08-21,2023-08-21 10:47:17,Negotiate,企业债,债券C,机构B,交易员5,机构C,交易员2,99.82,2.73,6944,6931.5,2023-08-21
TR308772,2023-01-26,2023-01-26 14:01:42,RFQ,企业债,债券E,机构A,交易员4,机构B,交易员1,100.73,4.91,4033,4062.44,2023-01-26
TR432618,2023-05-26,2023-05-26 13:42:11,Negotiate,企业债,债券B,机构A,交易员2,机构D,交易员1,104.61,3.49,4357,4557.86,2023-05-26
TR363674,2023-04-28,2023-04-28 14:38:58,Negotiate,企业债,债券D,机构B,交易员1,机构D,交易员2,97.47,3.14,8878,8653.39,2023-04-28
TR360356,2023-01-08,2023-01-08 10:51:18,RFQ,企业债,债券E,机构A,交易员3,机构B,交易员1,100.35,3.79,5526,5545.34,2023-01-08
TR821838,2023-08-27,2023-08-27 11:47:36,RFQ,国债,债券A,机构D,交易员4,机构E,交易员4,99.23,3.54,9077,9007.11,2023-08-27
TR262270,2023-06-24,2023-06-24 10:09:50,RFQ,国债,债券E,机构E,交易员2,机构B,交易员4,98.35,4.22,9274,9120.98,2023-06-24
TR928371,2023-05-16,2023-05-16 16:21:25,RFQ,国债,债券C,机构C,交易员5,机构E,交易员2,95.79,3.11,6757,6472.53,2023-05-16
TR499483,2023-09-15,2023-09-15 10:12:28,RFQ,企业债,债券C,机构D,交易员3,机构A,交易员2,99.13,3.67,1959,1941.96,2023-09-15
TR378544,2023-07-11,2023-07-11 15:21:52,Negotiate,政策性金融债,债券E,机构A,交易员5,机构D,交易员3,96.67,4.61,4689,4532.86,2023-07-11
TR688733,2023-01-27,2023-01-27 11:57:06,RFQ,国债,债券B,机构D,交易员3,机构A,交易员4,100.9,3.97,1831,1847.48,2023-01-27
TR629796,2023-10-05,2023-10-05 10:46:24,Negotiate,政策性金融债,债券D,机构A,交易员3,机构C,交易员1,104.98,2.73,2072,2175.19,2023-10-05
TR796636,2023-04-27,2023-04-27 11:16:01,Negotiate,国债,债券C,机构A,交易员5,机构B,交易员5,98.04,3.56,2804,2749.04,2023-04-27
TR326217,2023-01-05,2023-01-05 09:51:05,RFQ,国债,债券D,机构E,交易员1,机构A,交易员2,100.61,2.54,3053,3071.62,2023-01-05
TR657287,2023-06-09,2023-06-09 11:31:53,Negotiate,国债,债券E,机构D,交易员4,机构B,交易员5,100.78,3.66,2823,2845.02,2023-06-09
TR527617,2023-02-22,2023-02-22 11:57:57,Negotiate,国债,债券C,机构D,交易员2,机构A,交易员4,104.53,4.54,7932,8291.32,2023-02-22
TR735440,2023-03-08,2023-03-08 09:40:08,Negotiate,企业债,债券E,机构B,交易员5,机构C,交易员2,102.17,3.72,1302,1330.25,2023-03-08
TR337560,2023-06-14,2023-06-14 13:17:47,Negotiate,企业债,债券B,机构C,交易员5,机构E,交易员5,95.43,4.01,1997,1905.74,2023-06-14
TR311692,2023-03-23,2023-03-23 11:57:47,RFQ,企业债,债券B,机构B,交易员5,机构A,交易员3,97.75,2.68,1975,1930.56,2023-03-23
TR763916,2023-11-18,2023-11-18 13:57:11,RFQ,国债,债券C,机构D,交易员4,机构A,交易员4,99.51,3.82,2879,2864.89,2023-11-18
TR275406,2023-01-28,2023-01-28 09:42:23,RFQ,国债,债券E,机构E,交易员3,机构D,交易员5,98.16,2.6,3692,3624.07,2023-01-28
TR873015,2023-05-26,2023-05-26 11:11:39,RFQ,国债,债券A,机构B,交易员5,机构D,交易员2,95.79,4.43,5362,5136.26,2023-05-26
TR836603,2023-01-08,2023-01-08 14:00:59,Negotiate,企业债,债券E,机构C,交易员3,机构E,交易员3,101.19,3.25,7600,7690.44,2023-01-08
TR348338,2023-07-10,2023-07-10 14:37:46,RFQ,政策性金融债,债券D,机构C,交易员2,机构B,交易员1,100.5,4.41,6391,6422.95,2023-07-10
TR217500,2023-03-29,2023-03-29 14:45:05,Negotiate,企业债,债券B,机构B,交易员1,机构E,交易员1,99.25,3.21,9215,9145.89,2023-03-29
TR966619,2023-02-27,2023-02-27 13:55:12,RFQ,政策性金融债,债券B,机构C,交易员4,机构E,交易员5,103.29,4.58,4160,4296.86,2023-02-27
TR194228,2023-05-01,2023-05-01 14:36:56,RFQ,政策性金融债,债券B,机构B,交易员5,机构D,交易员3,100.43,4.7,7722,7755.2,2023-05-01
TR304786,2023-11-30,2023-11-30 10:30:11,Negotiate,国债,债券C,机构C,交易员4,机构D,交易员3,96.04,4.04,2471,2373.15,2023-11-30
TR385597,2023-10-21,2023-10-21 11:19:17,RFQ,国债,债券D,机构B,交易员2,机构D,交易员3,97.55,3.33,7236,7058.72,2023-10-21
TR415638,2023-04-23,2023-04-23 12:20:32,RFQ,政策性金融债,债券E,机构D,交易员1,机构B,交易员4,103.18,3.56,4473,4615.24,2023-04-23
TR977888,2023-01-28,2023-01-28 16:51:29,Negotiate,企业债,债券C,机构D,交易员5,机构B,交易员3,104.71,3.71,3712,3886.84,2023-01-28
TR635180,2023-07-29,2023-07-29 10:20:03,RFQ,企业债,债券B,机构C,交易员1,机构E,交易员3,95.76,4.93,9465,9063.68,2023-07-29
TR392369,2023-06-10,2023-06-10 10:21:07,RFQ,国债,债券E,机构C,交易员2,机构D,交易员4,99.09,3.3,4708,4665.16,2023-06-10
TR294018,2023-02-20,2023-02-20 11:32:32,Negotiate,政策性金融债,债券A,机构E,交易员5,机构D,交易员4,96.41,3.58,4107,3959.56,2023-02-20
TR570204,2023-10-09,2023-10-09 14:46:23,RFQ,政策性金融债,债券E,机构B,交易员2,机构E,交易员3,99.03,2.84,2339,2316.31,2023-10-09
TR835639,2023-06-30,2023-06-30 15:31:45,Negotiate,企业债,债券E,机构E,交易员2,机构D,交易员1,100.72,4.53,9509,9577.46,2023-06-30
TR298129,2023-04-06,2023-04-06 11:29:41,RFQ,国债,债券A,机构C,交易员2,机构B,交易员5,97.61,2.7,2766,2699.89,2023-04-06
TR949701,2023-12-25,2023-12-25 10:45:26,RFQ,国债,债券B,机构A,交易员1,机构B,交易员2,103.6,3.52,9507,9849.25,2023-12-25
TR483735,2023-06-04,2023-06-04 12:59:58,Negotiate,企业债,债券B,机构E,交易员5,机构C,交易员3,96.01,2.55,4948,4750.57,2023-06-04
TR477230,2023-08-23,2023-08-23 13:09:19,RFQ,企业债,债券C,机构D,交易员5,机构C,交易员1,96.18,2.72,7115,6843.21,2023-08-23
TR505621,2023-03-01,2023-03-01 12:51:23,Negotiate,国债,债券C,机构C,交易员3,机构E,交易员4,102.82,2.84,4517,4644.38,2023-03-01
TR804579,2023-05-12,2023-05-12 09:54:42,Negotiate,国债,债券C,机构A,交易员1,机构C,交易员5,99.93,4.1,3672,3669.43,2023-05-12
TR879848,2023-10-20,2023-10-20 11:42:45,RFQ,政策性金融债,债券B,机构B,交易员5,机构C,交易员1,95.6,2.61,2856,2730.34,2023-10-20
TR640343,2023-11-27,2023-11-27 11:30:15,RFQ,国债,债券E,机构A,交易员2,机构B,交易员1,104.1,3.43,5669,5901.43,2023-11-27
TR508476,2023-02-05,2023-02-05 09:14:05,Negotiate,国债,债券A,机构B,交易员5,机构E,交易员1,96.67,3.7,9254,8945.84,2023-02-05
TR854684,2023-10-26,2023-10-26 12:09:18,Negotiate,企业债,债券E,机构B,交易员4,机构C,交易员5,102.45,4.12,9376,9605.71,2023-10-26
TR261007,2023-11-16,2023-11-16 15:55:21,Negotiate,政策性金融债,债券B,机构C,交易员2,机构B,交易员1,102.42,4.51,8341,8542.85,2023-11-16
TR692218,2023-09-08,2023-09-08 09:42:33,RFQ,政策性金融债,债券A,机构E,交易员5,机构B,交易员3,103.46,3.63,9134,9450.04,2023-09-08
